diameter,class,sex_I,sex_M
0.385,9,False,True
0.395,8,True,False
0.425,8,False,True
0.4,8,False,True
0.43,9,True,False
0.4,8,False,True
0.41,9,False,False
0.425,9,False,True
0.43,8,False,False
0.435,9,False,False
0.455,8,False,True
0.465,9,False,False
0.46,8,False,False
0.455,9,False,False
0.455,8,False,True
0.485,11,False,False
0.515,9,False,False
0.475,8,True,False
0.485,10,False,True
0.435,8,False,False
0.48,9,False,True
0.52,10,False,True
0.47,11,False,True
0.47,9,False,True
0.5,10,False,False
0.455,9,False,True
0.48,11,False,True
0.505,10,False,False
0.51,8,False,True
0.515,9,False,False
0.515,10,False,False
0.505,11,False,False
0.545,10,False,False
0.515,10,False,True
0.485,8,False,True
0.54,11,False,False
0.51,11,False,True
0.505,10,False,True
0.515,10,False,False
0.545,11,False,True
0.51,10,False,True
0.5,10,False,True
0.515,11,False,True
0.525,12,False,True
0.55,11,False,False
0.555,11,False,True
0.56,10,False,True
0.565,12,False,True
0.575,13,False,True
0.57,10,False,True
0.55,11,False,True
0.17,5,True,False
0.21,5,True,False
0.23,6,True,False
0.255,5,True,False
0.26,5,True,False
0.27,6,True,False
0.26,7,True,False
0.27,8,True,False
0.275,7,True,False
0.27,7,True,False
0.28,7,True,False
0.285,7,True,False
0.28,7,True,False
0.3,7,True,False
0.285,7,True,False
0.3,8,True,False
0.3,8,True,False
0.325,7,True,False
0.315,7,True,False
0.34,8,True,False
0.335,7,True,False
0.355,7,True,False
0.37,9,True,False
0.345,8,True,False
0.355,8,True,False
0.36,8,True,False
0.36,8,True,False
0.37,9,True,False
0.37,8,True,False
0.355,8,False,True
0.4,8,True,False
0.4,8,True,False
0.375,9,True,False
0.395,7,True,False
0.36,9,True,False
0.35,10,True,False
0.395,8,True,False
0.39,7,True,False
0.415,8,False,True
0.39,9,True,False
0.38,8,True,False
0.4,7,True,False
0.4,9,False,True
0.42,7,True,False
0.43,10,True,False
0.42,11,True,False
0.4,7,True,False
0.43,9,True,False
0.425,9,True,False
0.455,10,False,True
0.42,9,True,False
0.425,10,True,False
0.425,8,True,False
0.4,9,True,False
0.435,10,False,True
0.425,9,True,False
0.425,8,True,False
0.395,9,True,False
0.435,8,True,False
0.46,11,True,False
0.445,10,True,False
0.425,10,False,True
0.44,9,False,True
0.43,10,False,True
0.45,8,False,False
0.435,9,True,False
0.445,9,True,False
0.445,12,True,False
0.455,8,False,True
0.425,10,True,False
0.47,10,False,False
0.45,9,True,False
0.47,10,False,True
0.465,8,False,False
0.45,10,True,False
0.435,8,False,False
0.445,9,False,True
0.43,10,False,True
0.445,9,True,False
0.445,10,False,False
0.49,10,False,True
0.45,10,True,False
0.46,11,True,False
0.45,10,False,True
0.46,8,True,False
0.46,8,False,False
0.475,9,False,False
0.48,9,False,True
0.48,10,False,False
0.47,9,False,True
0.47,10,False,True
0.455,9,False,False
0.47,9,True,False
0.48,8,False,False
0.47,9,False,False
0.505,11,False,False
0.475,10,False,True
0.485,12,False,False
0.475,10,False,False
0.465,9,True,False
0.47,9,False,True
0.47,10,False,True
0.475,9,False,True
0.485,12,True,False
0.515,13,False,True
0.54,11,False,False
0.49,11,True,False
0.48,12,False,False
0.47,9,True,False
0.45,10,True,False
0.48,12,False,True
0.48,9,False,False
0.49,11,False,True
0.475,10,False,True
0.5,9,False,True
0.47,12,True,False
0.485,10,False,False
0.485,9,True,False
0.505,9,False,True
0.5,8,False,False
0.485,10,False,True
0.495,11,False,True
0.5,13,True,False
0.5,12,False,True
0.49,10,False,False
0.49,9,False,False
0.505,10,False,False
0.515,10,False,True
0.525,11,False,True
0.505,10,False,True
0.5,12,False,True
0.5,14,False,True
0.51,9,False,True
0.51,10,False,True
0.51,9,False,True
0.5,10,False,True
0.51,10,False,False
0.485,9,False,True
0.495,9,False,False
0.505,11,False,True
0.525,11,False,True
0.51,9,False,True
0.505,11,False,False
0.5,9,False,True
0.535,12,False,False
0.53,10,False,True
0.525,11,False,True
0.505,11,False,True
0.505,11,False,False
0.52,12,False,True
0.5,9,False,True
0.505,12,False,True
0.52,11,False,True
0.52,13,False,False
0.54,11,False,False
0.525,13,False,True
0.51,10,False,False
0.52,10,False,True
0.55,12,False,False
0.565,10,False,True
0.535,15,False,False
0.545,11,False,False
0.575,11,False,True
0.54,10,False,False
0.56,11,False,True
0.55,13,False,True
0.525,7,False,False
0.565,14,False,False
0.56,11,False,False
0.59,11,False,True
0.565,12,False,False
0.595,12,False,True
0.175,5,True,False
0.245,6,True,False
0.27,7,False,False
0.28,7,False,True
0.3,8,True,False
0.335,6,True,False
0.325,8,True,False
0.345,8,True,False
0.365,8,True,False
0.37,9,False,True
0.345,9,True,False
0.37,9,False,True
0.395,8,False,True
0.425,8,False,False
0.385,8,True,False
0.42,8,True,False
0.415,10,False,False
0.385,9,False,False
0.38,10,False,False
0.42,10,False,True
0.45,10,True,False
0.45,8,True,False
0.495,11,False,True
0.465,9,False,True
0.475,9,False,True
0.475,10,False,True
0.475,11,False,False
0.47,10,False,True
0.49,11,False,True
0.475,10,False,False
0.475,8,False,False
0.5,9,False,True
0.525,11,False,True
0.485,10,False,True
0.52,9,False,False
0.545,10,False,True
0.53,10,False,False
0.55,10,False,False
0.545,13,False,False
0.55,9,False,False
0.56,11,False,True
0.575,11,False,True
0.135,5,True,False
0.215,7,True,False
0.26,6,True,False
0.265,7,True,False
0.27,6,True,False
0.275,7,True,False
0.27,6,True,False
0.3,6,True,False
0.31,6,True,False
0.31,8,True,False
0.325,11,True,False
0.34,8,True,False
0.33,7,True,False
0.33,8,True,False
0.345,7,True,False
0.33,8,True,False
0.36,8,True,False
0.37,9,True,False
0.38,8,True,False
0.38,9,True,False
0.405,11,True,False
0.4,8,True,False
0.395,9,True,False
0.415,9,True,False
0.4,9,True,False
0.43,8,True,False
0.43,9,True,False
0.395,9,True,False
0.455,9,True,False
0.425,9,False,False
0.39,8,True,False
0.43,9,True,False
0.41,8,False,True
0.4,7,False,True
0.45,9,True,False
0.455,9,False,True
0.445,9,True,False
0.445,11,False,False
0.455,11,False,True
0.435,9,True,False
0.45,9,False,True
0.46,10,True,False
0.455,11,False,True
0.415,13,False,True
0.44,9,False,False
0.45,9,False,True
0.435,10,False,True
0.455,11,False,True
0.445,10,False,True
0.475,9,False,True
0.45,9,False,False
0.5,10,False,False
0.455,10,False,True
0.46,11,False,True
0.475,10,False,True
0.465,11,False,False
0.49,10,True,False
0.455,9,False,False
0.48,8,False,True
0.46,10,False,False
0.46,8,False,False
0.47,11,False,False
0.47,11,False,True
0.47,9,False,True
0.495,12,False,False
0.495,10,False,True
0.49,9,False,True
0.495,11,False,False
0.47,9,False,True
0.495,11,False,True
0.515,9,False,True
0.505,10,False,True
0.52,11,False,False
0.47,11,False,False
0.49,9,False,True
0.485,11,False,False
0.52,11,False,False
0.505,11,False,False
0.5,12,False,True
0.515,10,False,True
0.53,11,False,True
0.48,10,False,False
0.515,10,False,False
0.49,10,True,False
0.49,9,False,True
0.485,11,False,False
0.51,12,False,False
0.49,11,False,True
0.52,16,False,False
0.52,10,True,False
0.51,13,False,False
0.51,10,False,False
0.525,10,False,False
0.52,9,False,True
0.535,10,False,False
0.51,11,False,True
0.5,10,False,False
0.515,12,False,True
0.515,11,False,True
0.54,12,False,True
0.54,10,False,True
0.545,13,False,True
0.575,13,False,False
0.575,12,False,False
0.565,11,False,True
0.57,11,False,False
0.55,11,False,False
0.605,13,False,True
0.13,4,True,False
0.21,6,True,False
0.21,6,True,False
0.25,7,True,False
0.27,9,True,False
0.27,6,True,False
0.27,7,True,False
0.28,6,True,False
0.275,7,True,False
0.29,7,True,False
0.325,8,True,False
0.32,8,True,False
0.325,7,True,False
0.33,8,False,True
0.365,10,False,True
0.375,10,True,False
0.39,9,False,True
0.385,10,False,True
0.4,9,False,True
0.43,9,False,False
0.405,9,False,False
0.44,11,False,True
0.435,10,False,False
0.46,9,False,True
0.465,10,False,True
0.45,10,False,False
0.445,12,False,True
0.515,14,False,False
0.515,9,False,True
0.19,5,True,False
0.215,5,True,False
0.215,6,True,False
0.28,8,True,False
0.295,7,True,False
0.305,7,False,False
0.305,7,True,False
0.315,6,True,False
0.32,8,True,False
0.35,8,False,True
0.355,8,False,False
0.345,8,False,True
0.36,7,False,True
0.355,9,True,False
0.35,8,True,False
0.39,8,False,True
0.37,8,True,False
0.39,9,False,True
0.38,8,False,False
0.385,8,False,True
0.42,8,False,True
0.42,8,False,False
0.42,9,False,False
0.41,9,False,True
0.42,11,True,False
0.44,9,False,False
0.45,8,False,True
0.435,7,False,False
0.485,11,False,False
0.465,9,False,True
0.49,9,False,False
0.5,8,False,True
0.55,11,False,True
0.54,12,False,False
0.57,10,False,False
0.575,12,False,False
0.57,17,False,True
0.39,8,False,False
0.425,10,False,True
0.385,11,False,False
0.3,7,False,True
0.39,11,False,True
0.35,8,False,True
0.31,10,False,False
0.29,10,True,False
0.38,19,False,True
0.31,9,True,False
0.29,9,False,True
0.385,11,False,False
0.48,10,False,True
0.55,15,False,False
0.535,27,False,True
0.49,13,False,True
0.355,9,True,False
0.29,7,True,False
0.095,4,True,False
0.13,3,True,False
0.225,6,True,False
0.29,7,False,False
0.38,8,False,False
0.37,9,True,False
0.325,7,False,True
0.35,11,False,False
0.295,7,False,True
0.375,8,False,True
0.4,10,False,False
0.47,12,False,True
0.455,9,False,True
0.24,6,False,True
0.41,10,False,False
0.33,8,False,False
0.425,12,False,True
0.425,9,False,False
0.465,16,False,False
0.53,14,False,True
0.36,10,False,False
0.24,7,True,False
0.35,9,True,False
0.37,10,False,True
0.35,9,False,True
0.325,9,False,False
0.35,11,False,True
0.375,12,False,True
0.31,8,False,True
0.585,18,False,False
0.2,5,True,False
0.44,10,False,True
0.46,16,False,True
0.5,12,False,True
0.495,17,False,True
0.42,14,False,True
0.51,12,False,False
0.565,17,False,False
0.565,11,False,False
0.47,9,False,False
0.28,6,True,False
0.275,5,False,False
0.21,7,False,True
0.13,6,True,False
0.15,5,True,False
0.465,10,False,True
0.5,13,False,False
0.45,14,False,False
0.48,15,False,False
0.42,21,False,False
0.42,16,False,True
0.4,6,False,True
0.235,6,True,False
0.34,9,False,True
0.4,9,False,False
0.37,10,False,False
0.47,11,False,True
0.495,15,False,True
0.325,13,True,False
0.215,5,True,False
0.28,11,True,False
0.305,10,True,False
0.19,6,True,False
0.55,21,False,False
0.515,13,False,False
0.49,25,False,False
0.405,19,False,True
0.48,18,False,True
0.345,7,False,True
0.34,8,False,True
0.525,16,False,False
0.465,27,False,False
0.47,17,False,True
0.51,17,False,True
0.325,8,False,False
0.26,7,True,False
0.39,14,False,True
0.375,13,False,False
0.46,8,False,False
0.525,13,False,False
0.455,14,False,False
0.425,9,False,False
0.475,13,False,True
0.28,7,True,False
0.2,7,True,False
0.28,7,False,True
0.445,9,False,False
0.45,14,False,False
0.435,15,False,False
0.465,17,False,True
0.335,8,True,False
0.36,8,False,False
0.315,12,False,True
0.32,11,False,False
0.28,11,True,False
0.375,9,False,True
0.325,10,False,False
0.365,9,False,False
0.27,6,False,True
0.455,12,False,False
0.59,11,False,True
0.46,14,False,False
0.5,11,False,False
0.495,14,False,True
0.395,12,False,True
0.38,8,False,True
0.415,13,False,True
0.335,8,False,True
0.46,10,False,True
0.43,11,False,True
0.45,14,True,False
0.575,13,False,False
0.48,15,False,False
0.45,12,False,True
0.475,18,False,False
0.41,14,False,False
0.51,15,False,True
0.52,13,False,False
0.525,20,False,True
0.48,14,False,False
0.475,19,False,False
0.375,9,False,True
0.415,8,True,False
0.385,10,False,False
0.345,7,True,False
0.315,9,True,False
0.33,9,True,False
0.395,9,False,False
0.305,7,False,False
0.265,6,True,False
0.27,6,True,False
0.375,10,False,True
0.3,9,False,False
0.26,6,True,False
0.425,12,False,True
0.415,10,False,False
0.45,13,False,False
0.36,8,False,True
0.325,7,True,False
0.405,10,False,False
0.425,10,False,False
0.375,9,False,True
0.455,11,False,False
0.49,11,False,True
0.415,23,False,False
0.375,16,False,False
0.355,11,False,True
0.24,8,True,False
0.475,14,False,False
0.435,17,False,True
0.385,12,False,False
0.395,15,False,False
0.395,14,False,True
0.435,12,False,True
0.325,8,True,False
0.535,17,False,False
0.305,10,False,False
0.39,15,True,False
0.345,9,True,False
0.46,15,False,True
0.42,9,False,False
0.55,13,False,True
0.63,23,False,False
0.485,17,False,True
0.52,17,False,True
0.24,7,True,False
0.185,6,True,False
0.125,6,True,False
0.55,21,False,True
0.4,11,False,True
0.43,16,False,True
0.475,19,False,True
0.56,17,False,False
0.495,11,False,True
0.44,13,False,True
0.455,17,False,True
0.485,20,False,False
0.525,13,False,False
0.475,18,False,True
0.505,12,False,False
0.595,16,False,False
0.44,12,True,False
0.325,8,True,False
0.125,3,False,True
0.335,12,True,False
0.275,10,False,True
0.34,8,False,False
0.41,12,True,False
0.325,12,True,False
0.265,10,False,False
0.115,5,False,True
0.43,11,True,False
0.365,14,False,False
0.35,11,True,False
0.375,10,True,False
0.34,11,False,True
0.35,16,False,False
0.25,10,False,True
0.22,7,True,False
0.46,14,True,False
0.465,14,True,False
0.385,14,True,False
0.43,17,False,False
0.33,13,True,False
0.355,16,True,False
0.225,10,False,True
0.455,15,True,False
0.515,15,True,False
0.46,10,False,False
0.43,12,True,False
0.5,8,False,False
0.395,9,True,False
0.245,7,False,True
0.315,10,False,True
0.235,11,False,True
0.35,18,False,False
0.36,10,False,False
0.415,15,True,False
0.365,12,False,False
0.315,10,False,False
0.2,6,False,True
0.435,14,True,False
0.385,10,False,False
0.255,9,False,True
0.38,11,True,False
0.5,18,False,False
0.485,11,False,False
0.515,16,False,False
0.5,16,True,False
0.4,23,False,True
0.24,9,True,False
0.4,16,False,False
0.255,9,False,False
0.355,13,False,True
0.415,10,False,True
0.355,9,False,True
0.335,11,False,False
0.355,9,False,True
0.38,12,False,True
0.205,6,True,False
0.265,7,False,False
0.285,9,False,False
0.33,10,False,False
0.26,10,False,True
0.2,8,True,False
0.2,5,True,False
0.17,6,True,False
0.185,5,True,False
0.145,4,True,False
0.35,14,False,True
0.405,17,False,True
0.39,11,False,True
0.415,16,False,True
0.275,8,False,False
0.44,20,False,True
0.515,14,False,True
0.47,14,False,False
0.485,18,False,True
0.42,13,False,True
0.425,13,False,False
0.36,14,False,True
0.26,8,True,False
0.4,13,False,False
0.385,14,False,True
0.39,15,False,True
0.325,7,False,True
0.395,10,False,False
0.31,8,True,False
0.305,9,False,True
0.36,12,False,True
0.4,15,False,False
0.4,12,False,True
0.41,19,False,True
0.39,12,False,False
0.26,9,False,False
0.24,6,True,False
0.255,6,True,False
0.315,6,True,False
0.32,8,True,False
0.375,8,False,True
0.35,8,False,False
0.37,8,True,False
0.375,8,False,False
0.365,10,True,False
0.4,8,False,True
0.39,7,True,False
0.425,9,False,True
0.42,9,False,True
0.46,11,False,True
0.48,9,False,True
0.5,8,False,False
0.485,9,False,False
0.475,10,False,True
0.49,10,False,False
0.5,10,False,True
0.585,12,False,True
0.545,12,False,False
0.525,11,True,False
0.535,15,False,True
0.555,13,False,False
0.55,13,False,False
0.53,14,False,False
0.525,10,False,False
0.57,10,False,False
0.15,4,True,False
0.18,5,True,False
0.21,5,True,False
0.22,5,True,False
0.22,6,True,False
0.225,6,True,False
0.265,7,True,False
0.285,6,True,False
0.295,7,True,False
0.325,7,True,False
0.335,7,True,False
0.345,6,True,False
0.325,6,True,False
0.35,8,True,False
0.35,7,False,False
0.35,6,False,False
0.345,7,True,False
0.345,6,True,False
0.34,9,False,True
0.385,7,True,False
0.37,8,False,True
0.375,7,False,True
0.38,7,True,False
0.385,7,True,False
0.395,9,False,True
0.425,8,False,True
0.42,6,False,False
0.405,8,False,False
0.435,9,False,True
0.425,7,False,False
0.445,9,False,False
0.435,8,False,False
0.45,7,False,True
0.465,7,False,True
0.465,9,False,False
0.465,11,False,False
0.46,8,False,False
0.46,8,False,False
0.46,9,False,True
0.48,8,False,True
0.485,10,False,False
0.5,10,False,False
0.51,9,False,False
0.485,10,False,False
0.475,9,False,False
0.48,10,False,True
0.49,9,False,False
0.495,11,False,False
0.48,8,False,True
0.495,11,False,False
0.495,11,False,False
0.49,9,False,True
0.5,12,False,True
0.5,9,False,False
0.52,9,False,True
0.54,8,False,True
0.525,12,False,True
0.56,10,False,False
0.585,12,False,True
0.6,10,False,True
0.16,4,True,False
0.21,5,True,False
0.24,6,True,False
0.29,6,True,False
0.315,8,True,False
0.33,6,True,False
0.34,7,True,False
0.335,7,True,False
0.345,7,True,False
0.365,7,True,False
0.375,8,True,False
0.39,8,True,False
0.38,9,False,True
0.395,8,True,False
0.385,8,True,False
0.4,9,True,False
0.42,7,False,True
0.42,7,False,True
0.42,8,True,False
0.44,8,False,False
0.425,8,True,False
0.43,9,False,False
0.455,8,False,True
0.45,7,False,False
0.435,8,False,False
0.47,8,False,True
0.465,8,False,False
0.47,9,False,True
0.46,9,False,True
0.48,10,False,False
0.45,7,False,True
0.475,10,False,True
0.49,9,False,True
0.48,10,False,True
0.495,11,False,True
0.49,9,False,False
0.48,10,False,True
0.505,11,False,True
0.465,8,False,True
0.515,9,False,True
0.515,9,False,True
0.52,9,False,True
0.535,10,False,False
0.49,9,False,False
0.505,9,False,False
0.5,11,False,True
0.51,13,False,True
0.55,13,False,False
0.53,11,False,True
0.525,10,False,True
0.55,13,False,True
0.55,9,False,True
0.57,11,False,True
0.14,3,True,False
0.215,5,True,False
0.25,6,True,False
0.245,6,True,False
0.255,6,True,False
0.255,7,True,False
0.275,7,True,False
0.29,8,True,False
0.275,7,True,False
0.305,7,True,False
0.305,7,True,False
0.305,7,True,False
0.3,6,True,False
0.335,7,True,False
0.325,8,True,False
0.315,8,True,False
0.34,7,True,False
0.36,9,True,False
0.325,8,False,True
0.335,7,True,False
0.34,8,True,False
0.35,8,True,False
0.355,7,True,False
0.38,8,True,False
0.365,8,True,False
0.385,9,True,False
0.41,7,False,True
0.39,8,True,False
0.385,8,True,False
0.415,10,False,False
0.4,8,True,False
0.425,10,True,False
0.42,9,True,False
0.425,10,True,False
0.465,9,True,False
0.435,11,True,False
0.445,8,False,False
0.44,10,True,False
0.445,10,False,False
0.435,9,False,False
0.44,10,False,True
0.465,11,False,False
0.46,10,True,False
0.465,10,False,True
0.42,9,True,False
0.455,8,False,False
0.47,9,False,True
0.475,10,False,True
0.475,10,False,True
0.48,8,False,True
0.495,11,False,True
0.45,9,False,True
0.51,9,False,True
0.48,10,False,True
0.45,11,False,False
0.46,10,False,False
0.465,9,False,False
0.49,10,False,True
0.505,12,False,True
0.475,10,False,False
0.525,10,False,True
0.505,11,False,True
0.495,10,False,True
0.495,11,False,False
0.515,10,False,True
0.52,9,False,True
0.505,9,False,False
0.525,11,False,False
0.525,9,False,False
0.54,13,False,True
0.565,11,False,True
0.55,10,False,True
0.195,4,True,False
0.2,4,True,False
0.235,7,True,False
0.24,6,True,False
0.225,7,True,False
0.27,8,True,False
0.265,5,True,False
0.29,7,True,False
0.335,7,True,False
0.35,7,True,False
0.365,7,True,False
0.375,8,True,False
0.365,9,False,True
0.43,9,False,False
0.405,7,False,True
0.42,9,False,False
0.415,9,False,False
0.425,8,False,False
0.42,8,False,True
0.47,9,False,True
0.455,10,False,False
0.435,9,False,True
0.45,10,False,True
0.475,10,False,True
0.5,8,False,True
0.485,9,False,False
0.485,10,False,True
0.51,12,False,False
0.49,8,False,False
0.525,11,False,False
0.515,11,False,False
0.515,11,False,True
0.54,11,False,True
0.565,12,False,False
0.57,10,False,True
0.595,11,False,True
0.23,6,True,False
0.235,4,True,False
0.205,5,True,False
0.25,6,True,False
0.26,7,True,False
0.28,5,True,False
0.28,7,True,False
0.305,6,True,False
0.34,8,True,False
0.35,8,False,False
0.375,8,True,False
0.39,9,True,False
0.425,9,True,False
0.4,8,True,False
0.365,8,False,True
0.4,8,True,False
0.465,8,False,True
0.38,8,True,False
0.405,10,False,True
0.445,8,False,False
0.415,10,True,False
0.43,8,True,False
0.43,10,True,False
0.425,8,True,False
0.435,9,False,False
0.435,9,True,False
0.45,8,False,True
0.465,8,False,True
0.46,10,False,True
0.445,11,False,True
0.44,11,False,False
0.45,9,True,False
0.5,9,False,True
0.46,9,True,False
0.475,10,True,False
0.46,10,False,True
0.45,9,False,False
0.465,11,False,True
0.495,13,False,False
0.49,9,False,True
0.425,11,True,False
0.47,12,False,False
0.48,11,False,True
0.49,11,True,False
0.495,11,False,True
0.515,10,False,True
0.5,11,False,False
0.49,10,False,False
0.49,10,False,True
0.53,9,False,True
0.485,10,False,False
0.51,7,False,True
0.485,11,False,False
0.485,10,False,True
0.5,8,False,False
0.515,11,False,True
0.505,11,False,True
0.485,12,False,False
0.52,11,False,False
0.495,12,False,True
0.52,15,False,True
0.5,11,False,False
0.515,12,False,False
0.525,10,False,False
